canonical_model_key,quant,repos,downloads
medgpt-text-0707-abliterated,q2,2,325
medguide-v-0723-abliterated,q2,2,395
medium-rare-sft,none,1,5
medra4b-abliterated,q2,3,578
medra4b-abliterated,q8,1,107
medran-e4b,bf16,1,13
medran-e4b-abliterated,q2,1,201
medran-e4b-uncensored-ep7,none,1,200
medran-e4b-uncensored-ep7,q2,2,990
medraq-8b-abliterated,q2,2,240
megatron-opus-7b-exp,none,1,3
megatron-opus-7b-exp-uncensored-delmat,q2,2,564
megrez-3b-instruct,none,2,18
megrez-3b-instruct-abliterated,none,1,9
megrez-3b-instruct-abliterated,q2,2,204
memgpt-dpo-uncensored,q2,2,548
memgpt-dpo-uncensored,q8,1,40
memgpt-dpo-uncensored-k-m,fp16,1,11
memgpt-dpo-uncensored-k-m,q4,1,2
merged-roleplay-dominant-model-test,q5,1,10
meta-llama-3-1-13b-instruct-abliterated,q2,2,708
meta-llama-3-1-405b-instruct-uncensored,q2,2,0
meta-llama-3-1-8b,none,1,15
meta-llama-3-1-8b-bnb,none,4,0
meta-llama-3-1-8b-bnb,q4,1,77
meta-llama-3-1-8b-instruct,none,3,12
meta-llama-3-1-8b-instruct-abliterated,bf16,1,863
meta-llama-3-1-8b-instruct-abliterated,none,21,1678
meta-llama-3-1-8b-instruct-abliterated,q2,9,3486
meta-llama-3-1-8b-instruct-abliterated,q4,3,71
meta-llama-3-1-8b-instruct-abliterated,q5,2,51
meta-llama-3-1-8b-instruct-abliterated,q6,2,26
meta-llama-3-1-8b-instruct-abliterated,q8,4,64
meta-llama-3-1-8b-instruct-abliterated-0-4-4,q4,1,20
meta-llama-3-1-8b-instruct-abliterated-0-4-8,q4,1,22
meta-llama-3-1-8b-instruct-abliterated-iconn-1-basicchat,q2,2,606
meta-llama-3-1-8b-instruct-abliterated-k,q5,1,128
meta-llama-3-1-8b-instruct-abliterated-k-l,q2,1,60
meta-llama-3-1-8b-instruct-abliterated-sabresooth,q2,2,233
meta-llama-3-1-8b-instruct-abliterated-xs,q2,2,43
meta-llama-3-1-8b-instruct-bnb,none,3,8
meta-llama-3-1-8b-instruct-goose-abliterated,none,1,4
meta-llama-3-1-8b-instruct-unsloth-bnb,none,2,0
meta-llama-3-1-8b-unsloth-bnb,none,1,9
meta-llama-3-1-chat-uncensored,q2,3,296
meta-llama-3-1-chat-uncensored-xs,q2,1,70
meta-llama-3-70b-instruct-abliterated-v3-5,bf16,1,1190
meta-llama-3-70b-instruct-abliterated-v3-5,q2,4,617
meta-llama-3-70b-instruct-abliterated-v3-5-00001-of-00006,fp16,1,158
meta-llama-3-8b-instruct,none,7,62
meta-llama-3-8b-instruct-abliterated,q2,3,10576
meta-llama-3-8b-instruct-abliterated-v3,bf16,1,1183
meta-llama-3-8b-instruct-abliterated-v3,int4,1,2
meta-llama-3-8b-instruct-abliterated-v3,int8,1,2
meta-llama-3-8b-instruct-abliterated-v3,none,9,36
meta-llama-3-8b-instruct-abliterated-v3,q2,5,815
meta-llama-3-8b-instruct-abliterated-v3,q3,1,239
meta-llama-3-8b-instruct-abliterated-v3,q4,2,191
meta-llama-3-8b-instruct-abliterated-v3-xs,q2,1,294
meta-llama-3-8b-instruct-abliterated-v3-xxs,q2,1,64
meta-llama-3-8b-instruct-abliterated-xs,q2,1,42
meta-llama-3-8b-instruct-jailbroken,q2,1,174
mfann-abliterated-phi2-merge-unretrained,q2,1,50
mfann-llama3-1-abliterated-slerp,q2,4,517
mfann-llama3-1-abliterated-slerp-ties,fp16,1,35
mfann-llama3-1-abliterated-slerp-ties,q2,3,433
mfann-llama3-1-abliterated-slerp-ties,q4,2,4
mfann-llama3-1-abliterated-slerp-ties,q5,2,7
mfann-llama3-1-abliterated-slerp-ties,q6,1,2
mfann-llama3-1-abliterated-slerp-ties,q8,1,5
mfann-llama3-1-abliterated-slerp-ties-v2,q2,1,86
mfann-llama3-1-abliterated-slerp-ties-v2,q4,2,13
mfann-llama3-1-abliterated-slerp-ties-v2,q5,2,6
mfann-llama3-1-abliterated-slerp-ties-v2,q6,1,6
mfann-llama3-1-abliterated-slerp-ties-v2,q8,1,11
mfann-llama3-1-abliterated-slerp-ties-v3,none,1,1
mfann-llama3-1-abliterated-slerp-ties-v3,q2,2,391
mfann-llama3-1-abliterated-slerp-ties-v3,q4,2,2
mfann-llama3-1-abliterated-slerp-ties-v3,q5,2,2
mfann-llama3-1-abliterated-slerp-ties-v3,q6,1,1
mfann-llama3-1-abliterated-slerp-ties-v3,q8,1,1
mfann-llama3-1-abliterated-slerp-v3,none,1,9
mfann-llama3-1-abliterated-slerp-v3,q2,2,383
mfann-llama3-1-abliterated-slerp-v3-1,q2,4,1284
mfann-llama3-1-abliterated-slerp-v3-1,q4,2,12
mfann-llama3-1-abliterated-slerp-v3-1,q5,2,10
mfann-llama3-1-abliterated-slerp-v3-1,q6,1,13
mfann-llama3-1-abliterated-slerp-v3-1,q8,1,5
mfann-llama3-1-abliterated-slerp-v3-2,q2,2,228
mfann-llama3-1-abliterated-slerp-v4,q2,2,453
mfann-llama3-1-abliterated-slerp-v5,none,1,1
mfann-llama3-1-abliterated-slerp-v5,q2,2,385
mfann-llama3-1-abliterated-v2,q2,3,397
mia-1b,none,1,20
microsoft-phi-2-trained-abliterated-qa-1960-all-modules-merged,none,1,4
microsoft-phi-2-trained-abliterated-qa-1960-all-modules-merged,q2,2,155
microsoft-phi-3-5-mini-trained-abliterated-qa-1960-all-modules-merged,none,1,2
microsoft-phi-3-5-mini-trained-abliterated-qa-200-all-modules-merged,none,1,1
milla-freedomplanet-rvcv2-560epoch,none,1,0
mimo-7b-rl-0530,none,1,4
mimo-7b-sft,none,1,0
mindlink-72b-0801-abliterated,q2,2,21798
minimedra-0-6b-abliterated,q2,2,223
ministral-3b-instruct-uncensored,q2,1,262
ministral-3b-instruct-uncensoredcontinuedfine,q2,1,158
mistral-7b,none,1,0
mistral-7b-grok,none,1,5
mistral-7b-instruct-v0-1,none,1,1
mistral-7b-instruct-v0-2,fp32,1,3
mistral-7b-instruct-v0-2,none,1,2
mistral-7b-instruct-v0-3,none,4,1290
mistral-7b-instruct-v0-3-abliterated,q2,2,1538
mistral-7b-instruct-v0-3-abliterated,q4,1,15
mistral-7b-instruct-v0-3-abliterated,q6,1,11
mistral-7b-instruct-v0-3-abliterated,q8,1,11
mistral-7b-openorca,q4,3,125
mistral-7b-roleplay-alpaca-merge,q2,2,142
mistral-7b-roleplay-alpaca-merge-xs,q2,1,1
mistral-7b-ta-lr5e-5-epoch1-safe0-5-unsafe0-1-xs,q2,1,3
mistral-7b-uncensored,none,1,168
mistral-7b-uncensored,q2,3,1702
mistral-7b-uncensored,q3,1,8
mistral-7b-uncensored,q4,1,5
mistral-7b-uncensored,q5,1,33
mistral-7b-v0-1,none,3,6
mistral-7b-v0-3,q4,1,96
mistral-7b-v0-3-chinese-chat,q4,1,625
mistral-7b-v0-3-chinese-chat-uncensored,q4,1,80
mistral-catmacaroni-slerp-uncensored-7b,q2,2,182
mistral-catmacaroni-slerp-uncensored-7b,q8,1,18
mistral-catmacaroni-slerp-uncensored-7b-xxs,q3,1,254
mistral-dpo-uncensored,q2,1,163
mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b,q2,4,6075
mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b,q6,1,242
mistral-nemo-abliterated-nemo-pro-v2,q2,2,442
mistral-nemo-abliterated-nemo-pro-v2,q8,1,3
mistral-nemo-base-2407,none,1,189
mistral-nemo-instruct-2407,none,3,13
mistral-nemo-instruct-2407-abliterated,none,2,180
mistral-nemo-instruct-2407-abliterated,q2,2,785
mistral-nemo-instruct-2407-abliterated,q4,5,77
mistral-nemo-instruct-2407-abliterated,q5,3,24
mistral-nemo-instruct-2407-abliterated,q6,1,10
mistral-nemo-instruct-2407-abliterated,q8,2,41
mistral-nemo-instruct-2407-abliterated-k-l,q2,1,240
mistral-small-24b-base-2501,none,1,66
mistral-small-24b-instruct-2501,none,2,251
mistral-small-24b-instruct-2501-abliterated,none,6,165
mistral-small-24b-instruct-2501-abliterated,q2,5,6421
mistral-small-24b-instruct-2501-abliterated,q3,4,40
mistral-small-24b-instruct-2501-abliterated,q4,3,24
mistral-small-24b-instruct-2501-abliterated,q5,2,31
mistral-small-24b-instruct-2501-abliterated,q6,1,5
mistral-small-24b-instruct-2501-abliterated,q8,1,10
mistral-small-24b-instruct-unalign,q2,1,94
mistral-small-24b-instruct-unalign,q4,1,2
mistral-small-24b-instruct-unalign,q6,1,1
mistral-small-24b-roleplay,q2,2,150
mistral-small-24b-roleplay-v1,none,1,0
mistral-small-24b-roleplay-v2,q2,2,162
mistral-small-24b-roleplay-v3,q2,2,159
mistral-small-3-2-24b-instruct-2506,none,2,261
mistral-small-instruct-2409,none,3,10061
mistral-small-instruct-2409-abliterated,bf16,1,600
mistral-small-instruct-2409-abliterated,none,3,251
mistral-small-instruct-2409-abliterated,q2,3,491
mistral-small-instruct-2409-abliterated,q4,3,20
mistral-small-instruct-2409-abliterated,q5,2,21
mistral-small-instruct-2409-abliterated,q6,1,4
mistral-small-instruct-2409-abliterated,q8,1,4
mistral-small-instruct-2409-abliterated-k-m,q4,1,14
mixtral-8x7b-instruct-v0-1,none,1,2
mlabonne-gemma-3-27b-it-abliterated-00001-of-00002,bf16,1,60
mnlp-m3-dpo-model-code-stem-pairs-no-filter,none,1,0
mnlp-m3-dpo-model-no-filter,none,1,0
mobius-r5-chat-role-play-multiturn-12b-128k-v3-3,none,1,0
model,fp32,1,35
model,int4,8,47
model,none,119,6569
model-00001-of-00002,bf16,1,2
model-00001-of-00002,none,119,14332
model-00001-of-00002,q4,1,55
model-00001-of-00003,none,54,3365
model-00001-of-00003,q4,1,21065
model-00001-of-00004,fp32,1,7
model-00001-of-00004,fp8,2,37
model-00001-of-00004,none,228,74840
model-00001-of-00004,q4,1,50
model-00001-of-00005,none,22,4826
model-00001-of-00006,none,70,12493
model-00001-of-00006,q2,1,8
model-00001-of-00006,q3,1,22
model-00001-of-00007,fp32,6,27
model-00001-of-00007,fp8,1,33
model-00001-of-00007,none,17,59
model-00001-of-00008,none,9,1684
model-00001-of-00009,none,22,10872
model-00001-of-00010,none,16,51
model-00001-of-00011,none,3,23
model-00001-of-00012,none,77,1208
model-00001-of-00013,none,11,1046
model-00001-of-00014,none,28,4707
model-00001-of-00015,none,5,976
model-00001-of-00016,none,1,3
model-00001-of-00017,none,9,2171
model-00001-of-00019,none,1,8
model-00001-of-00021,none,4,11
model-00001-of-00022,none,1,6
model-00001-of-00025,none,1,22
model-00001-of-00028,none,1,7
model-00001-of-00030,none,12,32363
model-00001-of-00031,none,3,73
model-00001-of-00059,none,1,1268
model-128g,none,11,106
model-k-m,q2,1,4686
model-quantized,fp16,2,6
models-dsp-weights-24khz-1-5kbps-v1,none,1,0
mol-llama-3-2-3b-instruct-uncensored,q2,1,1608
mol-llama-3-2-3b-instruct-uncensored-nl,q2,1,35
mol-llama-3-2-3b-instruct-uncensored-v2,q2,1,1586
mol-llama-3-2-3b-instruct-uncensored-v2-xs,q2,1,30
monah-8b-uncensored,none,4,23
monah-8b-uncensored,q2,2,214
monah-8b-uncensored,q4,1,47
moonlight-16b-a3b-instruct,none,1,8
moonlight-16b-a3b-instruct-abliterated,none,1,8
motherearth-hermes-climatestorm-sauerkraut-abliterated,q2,1,607
motherearth-hermes-climatestorm-sauerkraut-abliterated,q4,1,2
motherearth-hermes-storm-climate-sauerkraut-abliterated,q2,2,184
motherearth-hermes-storm-climate-sauerkraut-abliterated,q4,1,6
movies-reviews,none,1,0
mpt-7b-wizardlm-uncensored-storywriter-merge,q2,1,324
mpt-7b-wizardlm-uncensored-storywriter-merge-k,q6,1,533
mpt-7b-wizardlm-uncensored-storywriter-merge-k-m,q4,1,18
mrroboto-prolongbase-pt7-unaligned-8b,none,1,3
mt5-large,none,1,3
mtuoc-aina-alignment-model-ca-de,none,1,0
mymodelkek,none,1,3
myselfrew-llama3-self-gen-n40-filter-2e6-bz128-no-packing-plus-train-on-correct-2epoch,none,1,0
nai,none,1,0
negative-abliterated-base-v3-llama-3-3-70b,none,1,3
negative-abliterated-base-v3-llama-3-3-70b,q2,2,255
negative-llama-70b,none,2,8
nemo-roleplay-ptbr-new,q2,2,603
nemoguard-jailbreakdetect,none,1,12
neox-ckpt-deep-ignorance-pretraining-stage-unfiltered,none,1,0
neox-ckpt-deep-ignorance-unfiltered,none,1,0
neuraldaredevil-8b-abliterated,none,8,102
neuraldaredevil-8b-abliterated,q2,8,8718
neuraldaredevil-8b-abliterated,q3,1,11
neuraldaredevil-8b-abliterated,q4,11,190
neuraldaredevil-8b-abliterated,q8,1,9
neuraldaredevil-8b-abliterated-k,q5,1,103
neuraldaredevil-8b-abliterated-k-l,q2,1,41
neuraldaredevil-8b-abliterated-m,q2,1,132
neuraldaredevil-8b-abliterated-x-llama-3-8b-instruct,q2,2,288
neuraldaredevil-8b-abliterated-x-orpollama-3-8b,q2,2,295
neuraldaredevil-8b-abliterated-x2,q2,2,391
neuraldaredevil-8b-abliterated-xs,q2,1,25
neuraldaredevil-8b-abliterated-xxs,q2,1,803
neuraldaredevil-supernova-lite-7b-dareties-abliterated,q2,2,435
neuraldaredevil-supernova-lite-7b-dareties-abliterated,q4,1,15
neuraldarkdevil-8b-abliterated,q2,2,83
neuralllama-3-8b-instruct-abliterated,int4,1,0
neuralllama-3-8b-instruct-abliterated,int8,1,0
neuralllama-3-8b-instruct-abliterated,none,8,46
neuralllama-3-8b-instruct-abliterated,q2,6,1166
neuralllama-3-8b-instruct-abliterated,q4,1,11
neuralqwen-2-5-1-5b-spanish,none,1,6
nexus-ikm-roleplay-storywriter-hermes-2-pro-7b,none,1,8
nexus-ikm-roleplay-storywriter-hermes-2-pro-7b,q2,2,457
nexus-ikm-roleplay-storywriter-hermes-2-pro-7b,q8,1,76
nidum-gemma-2b-uncensored,q2,2,618
nidum-gemma-3-27b-it-uncensored,q2,2,3535
nidum-gemma-3-4b-f16,q2,1,1423
nidum-gemma-3-4b-it-uncensored,q2,2,1017
nidum-llama-3-2-3b-uncensored,none,2,0
nidum-llama-3-2-3b-uncensored,q2,2,477
nidum-llama-3-2-3b-uncensored,q4,2,35
nidum-llama-3-2-3b-uncensored,q8,1,9
nl-llama-3-70b-instruct-abliterated-nl-00001-of-00002,q2,1,14
nl-llama-3-70b-instruct-uncensored-nl-00001-of-00002,q2,1,48
nl-llama-3-70b-uncensored-nl-00001-of-00002,q2,1,127
nl-meta-llama-3-70b-instruct-abliterated-v3-5-nl-00001-of-00002,q2,1,16
noromaid-7b-v0-2,none,1,0
nqlsg-qwen2-5-14b-megafusion-v5-reasoning,none,2,9
nqlsg-qwen2-5-14b-megafusion-v5-roleplay,q2,2,239
nqlsg-qwen2-5-14b-megafusion-v5-roleplay-duplicate,q2,1,1241
nqlsg-qwen2-5-14b-megafusion-v5-roleplay-duplicate,q3,1,10
nsfw-flash-k-m,q4,1,3941
nvila-lite-2b,none,1,24
nyx-roleplay-7b,q2,2,270
openai-20b-neo-codeplus16-uncensored-nl,q4,1,69
openai-gpt-0ss-20b-abl-dgn,none,1,254
openbuddy-r10528distillqwen-72b-preview3-abliterated,q2,2,24756
opencoder-8b-instruct,none,1,7
opencoder-8b-instruct-abliterated,q2,2,709
opencoder-8b-instruct-abliterated,q4,1,3
openerotica-occult-roleplay-mixtral-4x7b-k,fp16,1,146
openhands-lm-32b-v0-1,none,1,5
openhands-lm-32b-v0-1-abliterated,q2,2,287
openhands-lm-32b-v0-1-abliterated,q3,3,7
openhands-lm-32b-v0-1-abliterated,q4,2,11
openhands-lm-32b-v0-1-abliterated,q5,2,2
openhands-lm-32b-v0-1-abliterated,q6,1,16
openhands-lm-32b-v0-1-abliterated,q8,1,5
openhermes-7b-dpo,none,1,11
openllama-7b,none,1,60
openpangu-ultra-moe-718b,none,1,0
openthinker-32b,none,1,4
openthinker-32b-abliterated,q2,2,389
openthinker-32b-abliterated,q3,3,3
openthinker-32b-abliterated,q4,2,9
openthinker-32b-abliterated,q5,2,3
openthinker-32b-abliterated,q6,1,0
openthinker-32b-abliterated,q8,1,2
openthinker-7b,none,2,8
openthinker-7b-abliterated,q2,3,408
openthinker-7b-abliterated,q4,2,8
openthinker-7b-abliterated,q5,2,13
openthinker-7b-abliterated,q6,1,5
openthinker-7b-abliterated,q8,1,8
openthinker-7b-uncensored-delmat,q2,2,678
openthinker2-32b,none,2,3
openthinker2-32b-uncensored,q2,3,635
openvino-model,none,3,11
orca-2-13b,none,1,6
orca-2-13b-abliterated,q2,1,123
orca-2-13b-alpaca-uncensored,q2,2,519
orca-2-13b-f16,none,1,2
orca-mini-v9-6-1b-instruct,none,1,5
orenguteng-llama-3-8b-lexi-uncensored-hqq-1bit-smashed,none,1,11
orenguteng-llama-3-8b-lexi-uncensored-hqq-smashed,none,1,8
orenguteng-llama-3-8b-lexi-uncensored-smashed,none,1,11
original-repo-name,none,19,62
orpollama-3-8b,none,1,7
osttopstapp-pdf-unlock-application,none,1,0
output,none,5,29
output-00001-of-00002,none,4,21
output-00001-of-00002,q3,1,3
output-00001-of-00003,none,2,15
peach-2-0-9b-8k-roleplay,fp16,1,68
peach-2-0-9b-8k-roleplay,none,1,33
peach-2-0-9b-8k-roleplay,q2,2,665
peach-2-0-9b-8k-roleplay,q4,2,86
peach-2-0-9b-8k-roleplay-k-l,q2,1,1966
peach-9b-8k-roleplay,int4,1,3
peach-9b-8k-roleplay,int8,1,2
peach-9b-8k-roleplay,none,8,22
peach-9b-8k-roleplay,q2,3,1669
peach-9b-8k-roleplay,q4,2,80
peach-9b-8k-roleplay,q5,1,18
peach-9b-8k-roleplay,q8,2,13
peach-9b-8k-roleplay-k-l,q2,1,448
peach-9b-8k-roleplay-xs,q2,2,85
phi-2,none,27,38
phi-2-role-play,none,1,0
phi-2-sft-hh-rlhf,none,3,8
phi-2-uncensored,fp16,1,654
phi-3-1-abliterated,q2,2,184
phi-3-1-abliterated,q4,1,3
phi-3-1-abliterated,q5,2,6
phi-3-1-qlora-blend-dpo-abliterated,q2,2,142
phi-3-5-mini-instruct-bnb,bf16,1,165
phi-3-5-mini-instruct-uncensored,fp16,1,174
phi-3-5-mini-instruct-uncensored,fp8,1,18
phi-3-5-mini-instruct-uncensored,none,6,23
phi-3-5-mini-instruct-uncensored,q2,3,3492
phi-3-5-mini-instruct-uncensored,q4,5,280
phi-3-5-mini-instruct-uncensored,q5,2,23
phi-3-5-mini-instruct-uncensored,q6,1,10
phi-3-5-mini-instruct-uncensored,q8,1,8
phi-3-5-mini-instruct-uncensored-0-4-4,q4,1,89
phi-3-5-mini-instruct-uncensored-0-4-8,q4,1,46
phi-3-5-mini-instruct-uncensored-k,q4,1,42
phi-3-5-mini-instruct-uncensored-silly,q8,1,3
phi-3-5-mini-instruct-uncensored-xs,q2,1,38
phi-3-medium-4k-instruct-abliterated,q2,2,206
phi-3-medium-4k-instruct-abliterated-v3,none,1,2
phi-3-medium-4k-instruct-abliterated-v3,q2,3,804
phi-3-medium-4k-instruct-abliterated-v3,q3,2,44
phi-3-medium-4k-instruct-abliterated-v3-k-l,q2,1,14
phi-3-mini-128k-instruct,none,2,6
phi-3-mini-128k-instruct-abliterated-v3,int4,1,2
phi-3-mini-128k-instruct-abliterated-v3,int8,1,2
phi-3-mini-128k-instruct-abliterated-v3,none,6,37
phi-3-mini-128k-instruct-abliterated-v3,q2,2,630
phi-3-mini-128k-instruct-abliterated-v3,q4,2,68
phi-3-mini-128k-instruct-abliterated-v3,q5,2,10
phi-3-mini-128k-instruct-abliterated-v3,q8,1,10
phi-3-mini-128k-instruct-abliterated-v3-f16,q4,1,200
phi-3-mini-128k-instruct-abliterated-v3-k,q5,1,27
phi-3-mini-128k-instruct-abliterated-v3-k-l,q2,1,144
phi-3-mini-128k-instruct-abliterated-v3-xs,q2,1,52
phi-3-mini-4k-geminified,q4,1,443
phi-3-mini-4k-instruct,none,5,8883
phi-3-mini-4k-instruct,q2,1,156
phi-3-mini-4k-instruct-bnb,none,3,1
phi-3-mini-4k-instruct-unfiltered,none,1,0
phi-4,none,2,80
phi-4-abliterated,none,10,143
phi-4-abliterated,q2,5,2003
phi-4-abliterated,q4,6,95
phi-4-abliterated,q5,3,19
phi-4-abliterated,q6,1,13
phi-4-abliterated,q8,2,23
phi-4-abliterated-orion-18b,q2,2,1301
phi-4-abliterated-orion-18b,q4,1,29
phi-4-abliterated-orion-18b,q8,1,6
phi-4-abliteratedrp,q2,2,1213
phi-4-empathetic-abliterated,q6,1,1
phi-4-mini-instruct,none,4,54
phi-4-mini-instruct-abliterated,q2,4,2038
phi-4-mini-instruct-abliterated,q4,3,62
phi-4-mini-instruct-abliterated,q5,3,29
phi-4-mini-instruct-abliterated,q6,2,31
phi-4-mini-instruct-abliterated,q8,1,13
phi-4-mini-instruct-abliterated-xxs-imat,bf16,1,152
phi-4-mini-reasoning,none,1,0
phi-4-mini-reasoning-abliterated,q3,1,27
phi-4-mini-reasoning-abliterated,q4,3,32
phi-4-mini-reasoning-abliterated,q5,2,15
phi-4-mini-reasoning-abliterated,q6,1,17
phi-4-mini-reasoning-abliterated,q8,1,41
phi-4-multimodal-instruct,none,1,76
phi-4-rp-lora-model,none,1,3
phi-4-unsloth-bnb,none,1,4
phi2-dpo-hh-rlhf-filtered-epoch1-noise0-epoch1-gamma2,none,1,2
phi3-5-mini-exp-825-uncensored,fp16,1,49
phi3-uncensored-chat-k,q4,1,31
phi4-abliterated,q2,2,1389
phi4-abliterated,q4,2,22
phi4-abliterated,q5,2,12
phi4-abliterated,q6,1,3
phi4-abliterated,q8,1,5
phi4-ad-freedom,none,1,5
pixtral-12b-2409,none,1,16
pollwoll-epoch-5,none,1,0
ppl-combined-unsafe-q1-qwen2-5-14b-instruct-4ep,none,1,0
ppo-minigrid-unlock-v0-pytorch-variables,none,1,4
praxis-1024,none,1,0
praxis-16384,none,1,0
praxis-2048,none,1,0
praxis-32768,none,1,0
praxis-4096,none,1,0
praxis-65536,none,1,0
praxis-8192,none,1,0
prm-data-unfiltered-v1,none,1,0
procyon-mot-4b-abliterated,q2,2,133
prompt-classification-bert,none,1,4
prox-llama-3-8b-abliterated,q2,2,764
prox-llama-3-8b-abliterated-k-l,q3,1,26
prox-llama-3-8b-abliterated-orpo,q2,2,648
pythia-14m,none,1,3
pythia-1b,none,3,230
pythia-6-9b-deduped,none,3,18
pythia-delphi-suboptimal-roleplay,none,1,0
pytorch-model,fp32,1,8
pytorch-model,int4,1,4
pytorch-model,none,46,22986
pytorch-model-00000,none,67,142
pytorch-model-00001-of-00002,fp16,3,2181
pytorch-model-00001-of-00002,none,21,14830
pytorch-model-00001-of-00002,q4,1,119
pytorch-model-00001-of-00003,fp16,5,82
pytorch-model-00001-of-00003,fp32,2,42
pytorch-model-00001-of-00003,none,18,9411
pytorch-model-00001-of-00004,none,14,3587
pytorch-model-00001-of-00005,none,1,1825
pytorch-model-00001-of-00006,none,9,3805
pytorch-model-00001-of-00007,bf16,1,11
pytorch-model-00001-of-00007,fp16,3,1937
pytorch-model-00001-of-00007,fp32,2,1926
pytorch-model-00001-of-00007,none,9,5092
pytorch-model-00001-of-00008,bf16,2,36
pytorch-model-00001-of-00008,none,2,3462
pytorch-model-00001-of-00009,fp32,1,36
pytorch-model-00001-of-00009,none,1,4
pytorch-model-00001-of-00011,q4,1,1920
pytorch-model-00001-of-00012,none,1,1669
pytorch-model-00001-of-00013,none,1,11
pytorch-model-00001-of-00014,fp32,1,2057
pytorch-model-00001-of-00014,none,2,42
pytorch-model-00001-of-00015,fp16,1,13
pytorch-model-00001-of-00015,none,2,17
pytorch-model-00001-of-00016,none,1,3
pytorch-model-00001-of-00017,fp32,2,4504
pytorch-model-00001-of-00021,none,3,9
pytorch-model-00001-of-00028,none,1,27
pytorch-model-00001-of-00029,none,1,2060
pytorch-model-00001-of-00082,none,2,1574
q-frozenlake-v1-4x4-noslippery,none,1,0
q5km-charcard-rp-1b-uncensored,q5,1,33
qqwen-32b-rl-reasoning-abliterated,q2,2,480
qrwkv6-32b-instruct-preview-v0-1,none,1,4
qrwkv6-32b-instruct-preview-v0-1-abliterated,q2,2,301
qvq-72b-preview,none,2,18
qvq-72b-preview-abliterated,fp16,1,84
qvq-72b-preview-abliterated,int4,1,7
qvq-72b-preview-abliterated,int8,1,3
qvq-72b-preview-abliterated,q2,1,311
qwen-image,nf4,1,219
qwen-image,none,1,116
qwen-test,none,1,17
qwen-uncensored-v2,none,1,240
qwen-uncensored-v2,q2,1,224
qwen-uncensored-v2-xs,q2,1,215
qwen-unsafe-mix3,none,1,0
qwen1-5-72b-chat-abliterated,q2,2,21978
qwen1-5-7b-chat,none,7,44
qwen1-5-7b-chat-genshin-impact-sharegpt,q4,1,45
qwen2-0-5b,none,2,34
qwen2-0-5b-bnb,none,2,22
qwen2-0-5b-bnb,q4,1,135
qwen2-0-5b-instruct-abliterated,q2,2,92
qwen2-1-5b,none,1,21
qwen2-1-5b-instruct-abliterated,fp32,1,40
qwen2-1-5b-instruct-abliterated,none,1,6
qwen2-1-5b-instruct-abliterated,q2,2,69
qwen2-1-5b-instruct-abliterated,q5,1,81
qwen2-1-5b-instruct-abliterated-v1,q2,2,148
qwen2-1-5b-instruct-abliterated-xs,q2,1,311
qwen2-5-0-5b,q2,1,7
qwen2-5-0-5b,q8,1,6
qwen2-5-0-5b-abliterated,q2,2,143
qwen2-5-0-5b-instruct,none,13,688
qwen2-5-0-5b-instruct-abliterated,none,2,988
qwen2-5-0-5b-instruct-abliterated,q2,2,369
qwen2-5-0-5b-instruct-abliterated,q4,3,25
qwen2-5-0-5b-instruct-abliterated,q5,2,13
qwen2-5-0-5b-instruct-abliterated,q6,1,5
qwen2-5-0-5b-instruct-abliterated,q8,2,13
qwen2-5-0-5b-instruct-abliterated-sft,q2,2,338
qwen2-5-0-5b-instruct-abliterated-v2,q2,2,106
qwen2-5-0-5b-instruct-abliterated-v3,q2,4,474
qwen2-5-0-5b-instruct-math-training-sdft-response-qwen2-5-0-5b-no-filtering-xs,q2,1,82
qwen2-5-0-5b-instruct-uncensored,none,1,10
qwen2-5-0-5b-instruct-uncensored,q2,1,357
qwen2-5-0-5b-instruct-uncensored,q4,2,16
qwen2-5-0-5b-instruct-uncensored,q5,3,25
qwen2-5-0-5b-instruct-uncensored,q6,1,8
qwen2-5-0-5b-instruct-uncensored,q8,1,8
qwen2-5-1-5b,none,5,1187
qwen2-5-1-5b-base-abliterated,q2,2,95
qwen2-5-1-5b-extended-refusal-0-18-abliterated,q2,1,38
qwen2-5-1-5b-extended-refusal-2-0-abliterated,q2,2,118
qwen2-5-1-5b-instruct,none,4,1089
qwen2-5-1-5b-instruct-abliterated,none,3,31
qwen2-5-1-5b-instruct-abliterated,q2,2,388
qwen2-5-1-5b-instruct-abliterated,q4,2,8
qwen2-5-1-5b-instruct-abliterated,q5,2,4
qwen2-5-1-5b-instruct-abliterated,q6,1,3
qwen2-5-1-5b-instruct-abliterated,q8,1,4
qwen2-5-1-5b-instruct-abliterated-sft,q2,3,372
qwen2-5-1-5b-instruct-abliterated-sft,q4,2,6
qwen2-5-1-5b-instruct-abliterated-sft,q5,2,8
qwen2-5-1-5b-instruct-abliterated-sft,q6,1,3
qwen2-5-1-5b-instruct-abliterated-sft,q8,2,17
qwen2-5-1-5b-instruct-math-training-sdft-response-qwen2-5-1-5b-no-filtering-xs,q2,1,13
qwen2-5-1-5b-instruct-uncensored,none,1,5
qwen2-5-1-5b-instruct-uncensored,q2,2,401
qwen2-5-1-5b-instruct-uncensored,q4,2,7
qwen2-5-1-5b-instruct-uncensored,q5,2,16
qwen2-5-1-5b-instruct-uncensored,q6,1,6
